Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Northern Territory,Australia,-12.4634,130.8456,11-04-2020,28,0,2,26,Western Pacific
Queensland,Australia,-28.0167,153.4,11-04-2020,974,5,372,597,Western Pacific
South Australia,Australia,-34.9285,138.6007,11-04-2020,429,3,179,247,Western Pacific
Tasmania,Australia,-41.4545,145.9707,11-04-2020,133,4,48,81,Western Pacific
Victoria,Australia,-37.8136,144.9631,11-04-2020,1265,14,926,325,Western Pacific
Western Australia,Australia,-31.9505,115.8605,11-04-2020,514,6,216,292,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,12-04-2020,103,2,59,42,Western Pacific
New South Wales,Australia,-33.8688,151.2093,12-04-2020,2857,24,4,2829,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,12-04-2020,28,0,2,26,Western Pacific
Queensland,Australia,-28.0167,153.4,12-04-2020,983,5,372,606,Western Pacific
South Australia,Australia,-34.9285,138.6007,12-04-2020,429,4,179,246,Western Pacific
Tasmania,Australia,-41.4545,145.9707,12-04-2020,133,5,48,80,Western Pacific
Victoria,Australia,-37.8136,144.9631,12-04-2020,1268,14,926,328,Western Pacific
Western Australia,Australia,-31.9505,115.8605,12-04-2020,514,6,216,292,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,13-04-2020,102,2,59,41,Western Pacific
New South Wales,Australia,-33.8688,151.2093,13-04-2020,2863,25,4,2834,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,13-04-2020,28,0,2,26,Western Pacific
Queensland,Australia,-28.0167,153.4,13-04-2020,987,5,372,610,Western Pacific
South Australia,Australia,-34.9285,138.6007,13-04-2020,429,4,179,246,Western Pacific
Tasmania,Australia,-41.4545,145.9707,13-04-2020,144,5,48,91,Western Pacific
Victoria,Australia,-37.8136,144.9631,13-04-2020,1281,14,926,341,Western Pacific
Western Australia,Australia,-31.9505,115.8605,13-04-2020,517,6,216,295,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,14-04-2020,103,2,72,29,Western Pacific
New South Wales,Australia,-33.8688,151.2093,14-04-2020,2870,25,4,2841,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,14-04-2020,28,0,6,22,Western Pacific
Queensland,Australia,-28.0167,153.4,14-04-2020,998,5,442,551,Western Pacific
South Australia,Australia,-34.9285,138.6007,14-04-2020,433,4,240,189,Western Pacific
Tasmania,Australia,-41.4545,145.9707,14-04-2020,165,6,53,106,Western Pacific
Victoria,Australia,-37.8136,144.9631,14-04-2020,1291,14,1118,159,Western Pacific
Western Australia,Australia,-31.9505,115.8605,14-04-2020,527,6,251,270,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,15-04-2020,103,3,72,28,Western Pacific
New South Wales,Australia,-33.8688,151.2093,15-04-2020,2886,25,4,2857,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,15-04-2020,28,0,6,22,Western Pacific
Queensland,Australia,-28.0167,153.4,15-04-2020,999,5,442,552,Western Pacific
South Australia,Australia,-34.9285,138.6007,15-04-2020,433,4,240,189,Western Pacific
Tasmania,Australia,-41.4545,145.9707,15-04-2020,165,6,53,106,Western Pacific
Victoria,Australia,-37.8136,144.9631,15-04-2020,1299,14,1118,167,Western Pacific
Western Australia,Australia,-31.9505,115.8605,15-04-2020,527,6,251,270,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,16-04-2020,103,3,82,18,Western Pacific
New South Wales,Australia,-33.8688,151.2093,16-04-2020,2897,25,4,2868,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,16-04-2020,28,0,6,22,Western Pacific
Queensland,Australia,-28.0167,153.4,16-04-2020,1001,5,442,554,Western Pacific
South Australia,Australia,-34.9285,138.6007,16-04-2020,433,4,279,150,Western Pacific
Tasmania,Australia,-41.4545,145.9707,16-04-2020,169,6,67,96,Western Pacific
Victoria,Australia,-37.8136,144.9631,16-04-2020,1299,14,1137,148,Western Pacific
Western Australia,Australia,-31.9505,115.8605,16-04-2020,532,6,338,188,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,17-04-2020,103,3,81,19,Western Pacific
New South Wales,Australia,-33.8688,151.2093,17-04-2020,2926,26,1379,1521,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,17-04-2020,28,0,9,19,Western Pacific
Queensland,Australia,-28.0167,153.4,17-04-2020,1007,5,442,560,Western Pacific
South Australia,Australia,-34.9285,138.6007,17-04-2020,435,4,331,100,Western Pacific
Tasmania,Australia,-41.4545,145.9707,17-04-2020,180,7,67,106,Western Pacific
Victoria,Australia,-37.8136,144.9631,17-04-2020,1302,14,1159,129,Western Pacific
Western Australia,Australia,-31.9505,115.8605,17-04-2020,541,7,340,194,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,18-04-2020,103,3,88,12,Western Pacific
New South Wales,Australia,-33.8688,151.2093,18-04-2020,2936,26,1379,1531,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,18-04-2020,28,0,9,19,Western Pacific
Queensland,Australia,-28.0167,153.4,18-04-2020,1015,6,738,271,Western Pacific
South Australia,Australia,-34.9285,138.6007,18-04-2020,435,4,331,100,Western Pacific
Tasmania,Australia,-41.4545,145.9707,18-04-2020,188,7,67,114,Western Pacific
Victoria,Australia,-37.8136,144.9631,18-04-2020,1319,14,1172,133,Western Pacific
Western Australia,Australia,-31.9505,115.8605,18-04-2020,544,7,340,197,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,19-04-2020,103,3,88,12,Western Pacific
New South Wales,Australia,-33.8688,151.2093,19-04-2020,2957,26,1379,1552,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,19-04-2020,28,0,9,19,Western Pacific
Queensland,Australia,-28.0167,153.4,19-04-2020,1019,6,738,275,Western Pacific
South Australia,Australia,-34.9285,138.6007,19-04-2020,435,4,331,100,Western Pacific
Tasmania,Australia,-41.4545,145.9707,19-04-2020,195,7,67,121,Western Pacific
Victoria,Australia,-37.8136,144.9631,19-04-2020,1328,14,1172,142,Western Pacific
Western Australia,Australia,-31.9505,115.8605,19-04-2020,545,7,340,198,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,20-04-2020,104,3,91,10,Western Pacific
New South Wales,Australia,-33.8688,151.2093,20-04-2020,2963,26,1379,1558,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,20-04-2020,28,0,12,16,Western Pacific
Queensland,Australia,-28.0167,153.4,20-04-2020,1019,6,738,275,Western Pacific
South Australia,Australia,-34.9285,138.6007,20-04-2020,435,4,369,62,Western Pacific
Tasmania,Australia,-41.4545,145.9707,20-04-2020,200,7,71,122,Western Pacific
Victoria,Australia,-37.8136,144.9631,20-04-2020,1329,14,1196,119,Western Pacific
Western Australia,Australia,-31.9505,115.8605,20-04-2020,545,7,435,103,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,21-04-2020,104,3,92,9,Western Pacific
New South Wales,Australia,-33.8688,151.2093,21-04-2020,2969,26,1755,1188,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,21-04-2020,28,0,15,13,Western Pacific
Queensland,Australia,-28.0167,153.4,21-04-2020,1024,6,738,280,Western Pacific
South Australia,Australia,-34.9285,138.6007,21-04-2020,437,4,376,57,Western Pacific
Tasmania,Australia,-41.4545,145.9707,21-04-2020,201,7,74,120,Western Pacific
Victoria,Australia,-37.8136,144.9631,21-04-2020,1336,14,1202,120,Western Pacific
Western Australia,Australia,-31.9505,115.8605,21-04-2020,546,7,443,96,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,22-04-2020,104,3,93,8,Western Pacific
New South Wales,Australia,-33.8688,151.2093,22-04-2020,2971,26,1926,1019,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,22-04-2020,28,0,16,12,Western Pacific
Queensland,Australia,-28.0167,153.4,22-04-2020,1024,6,738,280,Western Pacific
South Australia,Australia,-34.9285,138.6007,22-04-2020,438,4,388,46,Western Pacific
Tasmania,Australia,-41.4545,145.9707,22-04-2020,205,7,77,121,Western Pacific
Victoria,Australia,-37.8136,144.9631,22-04-2020,1336,14,1243,79,Western Pacific
Western Australia,Australia,-31.9505,115.8605,22-04-2020,546,7,451,88,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,23-04-2020,104,3,93,8,Western Pacific
New South Wales,Australia,-33.8688,151.2093,23-04-2020,2976,31,2006,939,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,23-04-2020,28,0,16,12,Western Pacific
Queensland,Australia,-28.0167,153.4,23-04-2020,1026,6,738,282,Western Pacific
South Australia,Australia,-34.9285,138.6007,23-04-2020,438,4,394,40,Western Pacific
Tasmania,Australia,-41.4545,145.9707,23-04-2020,207,8,91,108,Western Pacific
Victoria,Australia,-37.8136,144.9631,23-04-2020,1337,16,1251,70,Western Pacific
Western Australia,Australia,-31.9505,115.8605,23-04-2020,546,7,458,81,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,24-04-2020,105,3,97,5,Western Pacific
New South Wales,Australia,-33.8688,151.2093,24-04-2020,2982,33,2056,893,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,24-04-2020,28,0,20,8,Western Pacific
Queensland,Australia,-28.0167,153.4,24-04-2020,1026,6,738,282,Western Pacific
South Australia,Australia,-34.9285,138.6007,24-04-2020,438,4,401,33,Western Pacific
Tasmania,Australia,-41.4545,145.9707,24-04-2020,207,9,106,92,Western Pacific
Victoria,Australia,-37.8136,144.9631,24-04-2020,1343,16,1254,73,Western Pacific
Western Australia,Australia,-31.9505,115.8605,24-04-2020,548,8,464,76,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,25-04-2020,106,3,98,5,Western Pacific
New South Wales,Australia,-33.8688,151.2093,25-04-2020,2994,33,2193,768,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,25-04-2020,28,0,23,5,Western Pacific
Queensland,Australia,-28.0167,153.4,25-04-2020,1026,6,803,217,Western Pacific
South Australia,Australia,-34.9285,138.6007,25-04-2020,438,4,402,32,Western Pacific
Tasmania,Australia,-41.4545,145.9707,25-04-2020,207,10,117,80,Western Pacific
Victoria,Australia,-37.8136,144.9631,25-04-2020,1346,16,1262,68,Western Pacific
Western Australia,Australia,-31.9505,115.8605,25-04-2020,549,8,478,63,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,26-04-2020,106,3,99,4,Western Pacific
New South Wales,Australia,-33.8688,151.2093,26-04-2020,3002,34,2208,760,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,26-04-2020,28,0,23,5,Western Pacific
Queensland,Australia,-28.0167,153.4,26-04-2020,1030,6,926,98,Western Pacific
South Australia,Australia,-34.9285,138.6007,26-04-2020,438,4,411,23,Western Pacific
Tasmania,Australia,-41.4545,145.9707,26-04-2020,212,11,123,78,Western Pacific
Victoria,Australia,-37.8136,144.9631,26-04-2020,1349,17,1265,67,Western Pacific
Western Australia,Australia,-31.9505,115.8605,26-04-2020,549,8,486,55,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,27-04-2020,106,3,100,3,Western Pacific
New South Wales,Australia,-33.8688,151.2093,27-04-2020,3004,34,2227,743,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,27-04-2020,28,0,23,5,Western Pacific
Queensland,Australia,-28.0167,153.4,27-04-2020,1033,6,926,101,Western Pacific
South Australia,Australia,-34.9285,138.6007,27-04-2020,438,4,414,20,Western Pacific
Tasmania,Australia,-41.4545,145.9707,27-04-2020,214,11,132,71,Western Pacific
Victoria,Australia,-37.8136,144.9631,27-04-2020,1349,17,1280,52,Western Pacific
Western Australia,Australia,-31.9505,115.8605,27-04-2020,549,8,486,55,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,28-04-2020,106,3,101,2,Western Pacific
New South Wales,Australia,-33.8688,151.2093,28-04-2020,3016,39,2266,711,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,28-04-2020,28,0,25,3,Western Pacific
Queensland,Australia,-28.0167,153.4,28-04-2020,1034,6,934,94,Western Pacific
South Australia,Australia,-34.9285,138.6007,28-04-2020,438,4,420,14,Western Pacific
Tasmania,Australia,-41.4545,145.9707,28-04-2020,218,11,137,70,Western Pacific
Victoria,Australia,-37.8136,144.9631,28-04-2020,1354,18,1287,49,Western Pacific
Western Australia,Australia,-31.9505,115.8605,28-04-2020,550,8,495,47,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,29-04-2020,106,3,101,2,Western Pacific
New South Wales,Australia,-33.8688,151.2093,29-04-2020,3016,40,2284,692,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,29-04-2020,28,0,25,3,Western Pacific
Queensland,Australia,-28.0167,153.4,29-04-2020,1033,6,943,84,Western Pacific
South Australia,Australia,-34.9285,138.6007,29-04-2020,438,4,420,14,Western Pacific
Tasmania,Australia,-41.4545,145.9707,29-04-2020,219,12,144,63,Western Pacific
Victoria,Australia,-37.8136,144.9631,29-04-2020,1361,18,1291,52,Western Pacific
Western Australia,Australia,-31.9505,115.8605,29-04-2020,551,8,507,36,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,30-04-2020,106,3,103,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,30-04-2020,3025,41,2293,691,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,30-04-2020,28,0,25,3,Western Pacific
Queensland,Australia,-28.0167,153.4,30-04-2020,1033,6,948,79,Western Pacific
South Australia,Australia,-34.9285,138.6007,30-04-2020,438,4,420,14,Western Pacific
Tasmania,Australia,-41.4545,145.9707,30-04-2020,221,13,153,55,Western Pacific
Victoria,Australia,-37.8136,144.9631,30-04-2020,1364,18,1293,53,Western Pacific
Western Australia,Australia,-31.9505,115.8605,30-04-2020,551,8,507,36,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,01-05-2020,106,3,103,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,01-05-2020,3030,41,2293,696,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,01-05-2020,27,0,24,3,Western Pacific
Queensland,Australia,-28.0167,153.4,01-05-2020,1034,6,965,63,Western Pacific
South Australia,Australia,-34.9285,138.6007,01-05-2020,438,4,422,12,Western Pacific
Tasmania,Australia,-41.4545,145.9707,01-05-2020,221,13,157,51,Western Pacific
Victoria,Australia,-37.8136,144.9631,01-05-2020,1371,18,1300,53,Western Pacific
Western Australia,Australia,-31.9505,115.8605,01-05-2020,551,8,511,32,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,02-05-2020,106,3,103,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,02-05-2020,3035,42,2306,687,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,02-05-2020,29,0,24,5,Western Pacific
Queensland,Australia,-28.0167,153.4,02-05-2020,1035,6,976,53,Western Pacific
South Australia,Australia,-34.9285,138.6007,02-05-2020,438,4,427,7,Western Pacific
Tasmania,Australia,-41.4545,145.9707,02-05-2020,221,13,158,50,Western Pacific
Victoria,Australia,-37.8136,144.9631,02-05-2020,1384,18,1300,66,Western Pacific
Western Australia,Australia,-31.9505,115.8605,02-05-2020,551,8,520,23,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,03-05-2020,106,3,103,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,03-05-2020,3033,42,2328,663,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,03-05-2020,29,0,24,5,Western Pacific
Queensland,Australia,-28.0167,153.4,03-05-2020,1038,6,980,52,Western Pacific
South Australia,Australia,-34.9285,138.6007,03-05-2020,438,4,427,7,Western Pacific
Tasmania,Australia,-41.4545,145.9707,03-05-2020,221,13,164,44,Western Pacific
Victoria,Australia,-37.8136,144.9631,03-05-2020,1406,18,1300,88,Western Pacific
Western Australia,Australia,-31.9505,115.8605,03-05-2020,551,9,523,19,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,04-05-2020,107,3,103,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,04-05-2020,3035,43,2349,643,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,04-05-2020,29,0,24,5,Western Pacific
Queensland,Australia,-28.0167,153.4,04-05-2020,1043,6,980,57,Western Pacific
South Australia,Australia,-34.9285,138.6007,04-05-2020,438,4,427,7,Western Pacific
Tasmania,Australia,-41.4545,145.9707,04-05-2020,221,13,165,43,Western Pacific
Victoria,Australia,-37.8136,144.9631,04-05-2020,1423,18,1311,94,Western Pacific
Western Australia,Australia,-31.9505,115.8605,04-05-2020,551,9,528,14,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,05-05-2020,107,3,103,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,05-05-2020,3042,44,2418,580,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,05-05-2020,29,0,26,3,Western Pacific
Queensland,Australia,-28.0167,153.4,05-05-2020,1043,6,985,52,Western Pacific
South Australia,Australia,-34.9285,138.6007,05-05-2020,438,4,429,5,Western Pacific
Tasmania,Australia,-41.4545,145.9707,05-05-2020,225,13,165,47,Western Pacific
Victoria,Australia,-37.8136,144.9631,05-05-2020,1440,18,1321,101,Western Pacific
Western Australia,Australia,-31.9505,115.8605,05-05-2020,551,9,528,14,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,06-05-2020,107,3,103,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,06-05-2020,3044,44,2463,537,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,06-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,06-05-2020,1045,6,989,50,Western Pacific
South Australia,Australia,-34.9285,138.6007,06-05-2020,438,4,432,2,Western Pacific
Tasmania,Australia,-41.4545,145.9707,06-05-2020,226,13,167,46,Western Pacific
Victoria,Australia,-37.8136,144.9631,06-05-2020,1454,18,1322,114,Western Pacific
Western Australia,Australia,-31.9505,115.8605,06-05-2020,551,9,528,14,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,07-05-2020,107,3,103,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,07-05-2020,3047,44,2486,517,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,07-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,07-05-2020,1045,6,994,45,Western Pacific
South Australia,Australia,-34.9285,138.6007,07-05-2020,439,4,433,2,Western Pacific
Tasmania,Australia,-41.4545,145.9707,07-05-2020,227,13,174,40,Western Pacific
Victoria,Australia,-37.8136,144.9631,07-05-2020,1467,18,1327,122,Western Pacific
Western Australia,Australia,-31.9505,115.8605,07-05-2020,552,9,534,9,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,08-05-2020,107,3,103,1,Western Pacific
New South Wales,Australia,-33.8688,151.2093,08-05-2020,3051,44,2504,503,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,08-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,08-05-2020,1045,6,1019,20,Western Pacific
South Australia,Australia,-34.9285,138.6007,08-05-2020,439,4,433,2,Western Pacific
Tasmania,Australia,-41.4545,145.9707,08-05-2020,227,13,175,39,Western Pacific
Victoria,Australia,-37.8136,144.9631,08-05-2020,1468,18,1327,123,Western Pacific
Western Australia,Australia,-31.9505,115.8605,08-05-2020,552,9,534,9,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,09-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,09-05-2020,3053,44,2504,505,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,09-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,09-05-2020,1045,6,1019,20,Western Pacific
South Australia,Australia,-34.9285,138.6007,09-05-2020,439,4,433,2,Western Pacific
Tasmania,Australia,-41.4545,145.9707,09-05-2020,227,13,182,32,Western Pacific
Victoria,Australia,-37.8136,144.9631,09-05-2020,1487,18,1336,133,Western Pacific
Western Australia,Australia,-31.9505,115.8605,09-05-2020,552,9,536,7,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,10-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,10-05-2020,3053,44,2517,492,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,10-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,10-05-2020,1045,6,1021,18,Western Pacific
South Australia,Australia,-34.9285,138.6007,10-05-2020,439,4,434,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,10-05-2020,227,13,182,32,Western Pacific
Victoria,Australia,-37.8136,144.9631,10-05-2020,1496,18,1346,132,Western Pacific
Western Australia,Australia,-31.9505,115.8605,10-05-2020,552,9,536,7,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,11-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,11-05-2020,3053,44,2543,466,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,11-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,11-05-2020,1051,6,1027,18,Western Pacific
South Australia,Australia,-34.9285,138.6007,11-05-2020,439,4,434,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,11-05-2020,227,13,182,32,Western Pacific
Victoria,Australia,-37.8136,144.9631,11-05-2020,1511,18,1360,133,Western Pacific
Western Australia,Australia,-31.9505,115.8605,11-05-2020,553,9,536,8,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,12-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,12-05-2020,3059,45,2571,443,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,12-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,12-05-2020,1052,6,1028,18,Western Pacific
South Australia,Australia,-34.9285,138.6007,12-05-2020,439,4,434,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,12-05-2020,227,13,184,30,Western Pacific
Victoria,Australia,-37.8136,144.9631,12-05-2020,1514,18,1385,111,Western Pacific
Western Australia,Australia,-31.9505,115.8605,12-05-2020,553,9,537,7,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,13-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,13-05-2020,3063,45,2595,423,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,13-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,13-05-2020,1051,6,1030,15,Western Pacific
South Australia,Australia,-34.9285,138.6007,13-05-2020,439,4,434,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,13-05-2020,227,13,184,30,Western Pacific
Victoria,Australia,-37.8136,144.9631,13-05-2020,1521,18,1385,118,Western Pacific
Western Australia,Australia,-31.9505,115.8605,13-05-2020,552,9,538,5,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,14-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,14-05-2020,3071,45,2605,421,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,14-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,14-05-2020,1054,6,1031,17,Western Pacific
South Australia,Australia,-34.9285,138.6007,14-05-2020,439,4,434,1,Western Pacific
Tasmania,Australia,-41.4545,145.9707,14-05-2020,227,13,188,26,Western Pacific
Victoria,Australia,-37.8136,144.9631,14-05-2020,1540,18,1407,115,Western Pacific
Western Australia,Australia,-31.9505,115.8605,14-05-2020,552,9,538,5,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,15-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,15-05-2020,3074,45,2611,418,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,15-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,15-05-2020,1055,6,1036,13,Western Pacific
South Australia,Australia,-34.9285,138.6007,15-05-2020,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,15-05-2020,228,13,191,24,Western Pacific
Victoria,Australia,-37.8136,144.9631,15-05-2020,1551,18,1417,116,Western Pacific
Western Australia,Australia,-31.9505,115.8605,15-05-2020,552,9,538,5,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,16-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,16-05-2020,3075,45,2611,419,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,16-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,16-05-2020,1055,6,1037,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,16-05-2020,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,16-05-2020,228,13,192,23,Western Pacific
Victoria,Australia,-37.8136,144.9631,16-05-2020,1558,18,1417,123,Western Pacific
Western Australia,Australia,-31.9505,115.8605,16-05-2020,553,9,541,3,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,17-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,17-05-2020,3076,46,2612,418,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,17-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,17-05-2020,1057,6,1038,13,Western Pacific
South Australia,Australia,-34.9285,138.6007,17-05-2020,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,17-05-2020,228,13,194,21,Western Pacific
Victoria,Australia,-37.8136,144.9631,17-05-2020,1564,18,1439,107,Western Pacific
Western Australia,Australia,-31.9505,115.8605,17-05-2020,554,9,543,2,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,18-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,18-05-2020,3078,46,2614,418,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,18-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,18-05-2020,1057,6,1039,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,18-05-2020,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,18-05-2020,228,13,195,20,Western Pacific
Victoria,Australia,-37.8136,144.9631,18-05-2020,1573,18,1454,101,Western Pacific
Western Australia,Australia,-31.9505,115.8605,18-05-2020,557,9,545,3,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,19-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,19-05-2020,3081,47,2631,403,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,19-05-2020,29,0,27,2,Western Pacific
Queensland,Australia,-28.0167,153.4,19-05-2020,1058,6,1040,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,19-05-2020,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,19-05-2020,228,13,195,20,Western Pacific
Victoria,Australia,-37.8136,144.9631,19-05-2020,1573,18,1454,101,Western Pacific
Western Australia,Australia,-31.9505,115.8605,19-05-2020,557,9,545,3,Western Pacific
Australian Capital Territory,Australia,-35.4735,149.0124,20-05-2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,20-05-2020,3082,47,2648,387,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,20-05-2020,29,0,29,0,Western Pacific
Queensland,Australia,-28.0167,153.4,20-05-2020,1058,6,1040,12,Western Pacific
South Australia,Australia,-34.9285,138.6007,20-05-2020,439,4,435,0,Western Pacific
Tasmania,Australia,-41.4545,145.9707,20-05-2020,228,13,196,19,Western Pacific
Victoria,Australia,-37.8136,144.9631,20-05-2020,1581,18,1473,90,Western Pacific
Western Australia,Australia,-31.9505,115.8605,20-05-2020,557,9,545,3,Western Pacific
